target,n_authors,threshold,balanced_accuracy,f1,minority_precision,minority_recall,roc_auc,average_precision,raw_accuracy,positive_rate_pred,positive_rate_true,model_id,split,model_name
target_S,1562,0.19,0.6238027917876612,0.1868898186889818,0.1100164203612479,0.6203703703703703,0.6306357939782974,0.1101404126097305,0.6267605633802817,0.3898847631241997,0.0691421254801536,frozen_text_real_emotion_controls,val,Frozen Text + Real Emotion + Controls
target_T,1562,0.4399999999999999,0.7091725388246561,0.6661901358112938,0.5997425997425997,0.7491961414790996,0.7679260450160771,0.6746170629259062,0.7010243277848912,0.4974391805377721,0.3982074263764404,frozen_text_real_emotion_controls,val,Frozen Text + Real Emotion + Controls
target_J,1562,0.4999999999999999,0.5998244236011643,0.5334346504559271,0.5050359712230216,0.5652173913043478,0.6262789611216354,0.5256578026644988,0.6069142125480154,0.4449423815620998,0.3975672215108835,frozen_text_real_emotion_controls,val,Frozen Text + Real Emotion + Controls
target_E,1563,0.5149999999999999,0.6586046783568745,0.4553990610328638,0.3745173745173745,0.5808383233532934,0.7040215744264118,0.3985579707457556,0.7031349968010236,0.3314139475367882,0.2136916186820217,frozen_text_real_emotion_controls,test,Frozen Text + Real Emotion + Controls
target_S,1563,0.19,0.588604742308446,0.1633802816901408,0.0958677685950413,0.5523809523809524,0.6191064079952969,0.1097700348155016,0.6199616122840691,0.3870761356365962,0.0671785028790787,frozen_text_real_emotion_controls,test,Frozen Text + Real Emotion + Controls
target_T,1563,0.4399999999999999,0.6855134004123203,0.6393088552915767,0.578125,0.714975845410628,0.7478725841136993,0.639961294643809,0.6794625719769674,0.491362763915547,0.3973128598848368,frozen_text_real_emotion_controls,test,Frozen Text + Real Emotion + Controls
target_J,1563,0.4999999999999999,0.5828358821297066,0.5088940448569219,0.4895833333333333,0.5297906602254429,0.6257508778047871,0.5347505599294842,0.5937300063979527,0.4299424184261036,0.3973128598848368,frozen_text_real_emotion_controls,test,Frozen Text + Real Emotion + Controls
target_E,1562,0.5349999999999999,0.6243130844432716,0.4126611957796014,0.3384615384615385,0.5285285285285285,0.6705199911058333,0.3651527197098154,0.6792573623559539,0.3329065300896286,0.2131882202304737,frozen_text_shuffled_emotion,val,Frozen Text + Shuffled Emotion
target_S,1562,0.2099999999999999,0.6287508278567426,0.1876675603217158,0.109717868338558,0.6481481481481481,0.6302537062509552,0.1078415967756922,0.6120358514724712,0.4084507042253521,0.0691421254801536,frozen_text_shuffled_emotion,val,Frozen Text + Shuffled Emotion
target_T,1562,0.4149999999999999,0.7135475815830882,0.6745315752949341,0.5934065934065934,0.7813504823151125,0.7720274338099474,0.6811660264481958,0.6997439180537772,0.5243277848911652,0.3982074263764404,frozen_text_shuffled_emotion,val,Frozen Text + Shuffled Emotion
target_J,1562,0.5099999999999999,0.59864792482729,0.5253312548713952,0.5090634441087614,0.5426731078904992,0.6239156959482238,0.5202474901980765,0.6101152368758003,0.4238156209987196,0.3975672215108835,frozen_text_shuffled_emotion,val,Frozen Text + Shuffled Emotion
target_E,1563,0.5349999999999999,0.644448288126757,0.4380952380952381,0.3636363636363636,0.5508982035928144,0.699105450612201,0.3883639122388963,0.6980166346769033,0.3237364043506078,0.2136916186820217,frozen_text_shuffled_emotion,test,Frozen Text + Shuffled Emotion
target_S,1563,0.2099999999999999,0.58822261414854,0.162534435261708,0.0950080515297906,0.5619047619047619,0.6222026259063297,0.1069632035634896,0.6110044785668586,0.3973128598848368,0.0671785028790787,frozen_text_shuffled_emotion,test,Frozen Text + Shuffled Emotion
target_T,1563,0.4149999999999999,0.6875416679487574,0.6461967899511515,0.5701970443349754,0.7455716586151369,0.747959766283407,0.6381059294667113,0.6756238003838771,0.5195137555982086,0.3973128598848368,frozen_text_shuffled_emotion,test,Frozen Text + Shuffled Emotion
target_J,1563,0.5099999999999999,0.5895335241084341,0.5177195685670262,0.4963072378138848,0.5410628019323671,0.6269338201859203,0.5311946313280522,0.599488163787588,0.4331413947536788,0.3973128598848368,frozen_text_shuffled_emotion,test,Frozen Text + Shuffled Emotion
