max_length,run_id,epochs_completed,best_val_loss,final_train_loss,test_mean_balanced_accuracy,test_mean_f1,parameter_count
128,stage2_text_gru_full,4,0.7199654976937396,0.7007233751768115,0.596418913743626,0.4225358359889719,3947588
256,stage2_text_gru_len256_full,3,0.7262127912980466,0.7209177251552699,0.5028647629402287,0.09253453988223012,3947588
